ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0147,USB drive policy violation,Inventory system flagged user raj.kumar using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-08-15T11:28:00,2024-08-16T02:28:00,Agent_C
TKT-0149,Email notifications not sending,Automated email notifications from Jira system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-11-05T04:43:00,2024-11-05T19:43:00,Agent_D
TKT-0150,Server reboot required after patch,Patch KB81062902 applied to SRV-18. Server requires reboot to complete patching. Schedule downtime needed.,Infrastructure,Low,resolved,Scheduled reboot during off-peak hours at 11 PM. Coordinated with business stakeholders. Reboot completed successfully in 8 minutes.,2024-05-22T07:07:00,2024-05-25T06:07:00,Agent_E
TKT-0152,Disk space running low on server,File server SVR-46 disk usage at 80%. Approaching capacity. Archive or expand needed.,Infrastructure,Low,resolved,Archived old log files and temporary data. Freed 320GB. Sent capacity report to management for storage expansion planning.,2024-12-15T10:42:00,2024-12-17T07:42:00,Agent_C
TKT-0154,Load balancer health check failing,Load balancer LB-4 marking backend server SVR-24 as unhealthy. Traffic not distributed evenly.,Network,High,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-11-09T02:04:00,2024-11-09T07:04:00,Agent_E
TKT-0155,Storage auto-growth disabled,Database PRODDB01 log file at 93% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-08-18T14:43:00,2024-08-18T22:43:00,Agent_B
TKT-0156,Database user permissions mismatch,Application service account svc_app missing SELECT permission on new customers table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-03-23T10:59:00,2024-03-24T01:59:00,Agent_A
TKT-0157,SSL certificate expiring soon,SSL certificate for app.company.com expires in 17 days. Renewal required to prevent browser warnings.,Security,Medium,resolved,Renewed SSL certificate via DigiCert. Deployed to all web servers and load balancers. Certificate monitoring automated for 60-day renewal alerts.,2024-02-17T16:41:00,2024-02-18T14:41:00,Agent_B
TKT-0158,Guest user access request,External partner from VendorLtd needs guest access to SharePoint project site for bid preparation.,Access Management,Low,resolved,Created guest account with time-limited access (30 days). Restricted to specific SharePoint site. Sent invite to external partner. Access documented in ITSM.,2024-01-15T02:02:00,2024-01-16T12:02:00,Agent_E
TKT-0159,Statistics need updating,Query optimizer choosing wrong execution plan on PRODDB01. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-05-28T20:19:00,2024-05-31T07:19:00,Agent_C
TKT-0160,Query performance degradation,Critical report query in HRDB taking 98 minutes vs previous 3 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-04-14T10:38:00,2024-04-14T13:38:00,Agent_C
TKT-0161,Replication lag detected,Database replication lag on FINDB slave is 26 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-05-03T14:07:00,2024-05-04T08:07:00,Agent_B
TKT-0162,Server down in production,Production server SRV-38 is completely unresponsive. Multiple services affected. CPU usage was at 87% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-03-22T10:59:00,2024-03-22T16:59:00,Agent_D
TKT-0163,BGP route flapping detected,BGP route flapping detected on ISP link BSNL. Packet loss 90% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-07-20T16:29:00,2024-07-20T20:29:00,Agent_A
TKT-0165,Data breach notification received,Third-party vendor CloudHR notified of data breach potentially affecting 393 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-10-18T17:12:00,2024-10-18T23:12:00,Agent_A
TKT-0167,Data breach notification received,Third-party vendor Microsoft notified of data breach potentially affecting 287 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-09-17T12:32:00,2024-09-17T13:32:00,Agent_B
TKT-0168,Password reset request,User alice.chen locked out of account after 413 failed attempts. Needs password reset with identity verification.,Access Management,Low,resolved,Verified user identity via manager confirmation and security questions. Reset password and unlocked account. Notified user via alternate contact method.,2024-09-20T04:20:00,2024-09-22T14:20:00,Agent_E
TKT-0169,Terminated employee access not revoked,Former employee Vikram Rao account still active 66 days after termination date 2025-09-27. Security risk.,Access Management,High,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-08-31T00:23:00,2024-08-31T06:23:00,Agent_E
TKT-0170,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,High,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-12-01T18:36:00,2024-12-01T22:36:00,Agent_B
TKT-0171,Load balancer health check failing,Load balancer LB-4 marking backend server SVR-50 as unhealthy. Traffic not distributed evenly.,Network,Low,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-10-20T22:07:00,2024-10-23T14:07:00,Agent_C
TKT-0174,BGP route flapping detected,BGP route flapping detected on ISP link Jio. Packet loss 81% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-06-01T09:45:00,2024-06-01T13:45:00,Agent_D
TKT-0175,Antivirus definitions outdated,Symantec AV definitions on 480 endpoints are 36 days out of date. Update push needed.,Security,Low,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-10-05T12:57:00,2024-10-06T14:57:00,Agent_C
TKT-0177,Server reboot required after patch,Patch KB88763056 applied to SRV-95. Server requires reboot to complete patching. Schedule downtime needed.,Infrastructure,Low,resolved,Scheduled reboot during off-peak hours at 11 PM. Coordinated with business stakeholders. Reboot completed successfully in 8 minutes.,2024-09-28T07:40:00,2024-09-29T03:40:00,Agent_D
TKT-0178,USB drive policy violation,Inventory system flagged user john.smith using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-10-08T05:26:00,2024-10-09T00:26:00,Agent_C
TKT-0182,Unauthorized access attempt,Multiple failed login attempts (333 in 23:29 mins) on user account bob.wilson detected. Account locked.,Security,High,resolved,Account locked per security policy after threshold reached. Verified user identity via secondary channel. Unlocked and reset credentials. Geo-block rule applied.,2024-06-21T09:36:00,2024-06-21T13:36:00,Agent_D
TKT-0183,Wi-Fi dead zone in conference room,Conference room A-202 has no Wi-Fi coverage. AP-95 appears offline. Meeting disruptions daily.,Network,High,resolved,Replaced offline AP with spare unit. Configured with matching SSID and security settings. Signal strength confirmed in conference room. Users connecting successfully.,2024-05-07T00:16:00,2024-05-07T07:16:00,Agent_C
TKT-0184,Firewall rule review needed,"Quarterly firewall audit found 300 outdated rules allowing unnecessary inbound traffic on ports 48398, 38568.",Security,Low,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-04-30T01:42:00,2024-05-02T00:42:00,Agent_B
TKT-0186,Application license expired,License for Oracle EBS expired on 2025-07-23. Users getting license error. Need renewal or temp key.,Application,High,resolved,Contacted vendor support. Received 90-day emergency license extension. Submitted formal renewal order through procurement. Users back to normal.,2024-10-02T21:52:00,2024-10-03T01:52:00,Agent_E
TKT-0187,Database user permissions mismatch,Application service account svc_app missing SELECT permission on new transactions table after migration.,Database,Medium,resolved,Granted required SELECT permissions to service account on new tables. Updated application configuration. Tested full application workflow successfully.,2024-10-07T16:12:00,2024-10-08T01:12:00,Agent_E
